Date,Domain,Metric,Region,Provider Code,Provider Name,Numerator,Denominator
01/01/2025,Cancer,28 Days FDS,London,RJ2,LEWISHAM AND GREENWICH NHS TRUST,2071,3080
01/01/2025,Cancer,28 Days FDS,London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,2204,3126
01/01/2025,Cancer,28 Days FDS,London,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,3793,5622
01/01/2025,Cancer,28 Days FDS,London,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1660,2071
01/01/2025,Cancer,28 Days FDS,London,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,862,1177
01/01/2025,Cancer,28 Days FDS,London,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,1320,1708
01/01/2025,Cancer,28 Days FDS,London,RKE,WHITTINGTON HEALTH NHS TRUST,539,982
01/01/2025,Cancer,28 Days FDS,Midlands,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,923,1278
01/01/2025,Cancer,28 Days FDS,Midlands,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,453,637
01/01/2025,Cancer,28 Days FDS,Midlands,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,1086,1354
01/01/2025,Cancer,28 Days FDS,Midlands,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,1565,1879
01/01/2025,Cancer,28 Days FDS,Midlands,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,2138,2971
01/01/2025,Cancer,28 Days FDS,Midlands,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,1102,1523
01/01/2025,Cancer,28 Days FDS,Midlands,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,1212,1693
01/01/2025,Cancer,28 Days FDS,Midlands,RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,1092,1446
01/01/2025,Cancer,28 Days FDS,Midlands,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,1347,1652
01/01/2025,Cancer,28 Days FDS,Midlands,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,1519,1959
01/01/2025,Cancer,28 Days FDS,Midlands,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,1656,2881
01/01/2025,Cancer,28 Days FDS,Midlands,RWD,UNITED LINCOLNSHIRE TEACHING HOSPITALS NHS TRUST                     ,2168,2884
01/01/2025,Cancer,28 Days FDS,Midlands,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,3022,4303
01/01/2025,Cancer,28 Days FDS,Midlands,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,1602,2351
01/01/2025,Cancer,28 Days FDS,Midlands,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,2800,4014
01/01/2025,Cancer,28 Days FDS,Midlands,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,3167,4177
01/01/2025,Cancer,28 Days FDS,Midlands,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,2693,3802
01/01/2025,Cancer,28 Days FDS,Midlands,RBK,WALSALL HEALTHCARE NHS TRUST,770,920
01/01/2025,Cancer,28 Days FDS,Midlands,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,1844,2395
01/01/2025,Cancer,28 Days FDS,Midlands,RLQ,WYE VALLEY NHS TRUST,633,875
01/01/2025,Cancer,28 Days FDS,North East,RCF,AIREDALE NHS FOUNDATION TRUST,538,672
01/01/2025,Cancer,28 Days FDS,North East,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,778,983
01/01/2025,Cancer,28 Days FDS,North East,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,1229,1568
01/01/2025,Cancer,28 Days FDS,North East,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,1556,1987
01/01/2025,Cancer,28 Days FDS,North East,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,1570,1849
01/01/2025,Cancer,28 Days FDS,North East,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,1439,1817
01/01/2025,Cancer,28 Days FDS,North East,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,1080,1389
01/01/2025,Cancer,28 Days FDS,North East,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,910,1270
01/01/2025,Cancer,28 Days FDS,North East,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,1942,2682
01/01/2025,Cancer,28 Days FDS,North East,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,2845,3766
01/01/2025,Cancer,28 Days FDS,North East,RXF,MID YORKSHIRE TEACHING NHS TRUST,1857,2292
01/01/2025,Cancer,28 Days FDS,North East,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,1004,1468
01/01/2025,Cancer,28 Days FDS,North East,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,1152,1529
01/01/2025,Cancer,28 Days FDS,North East,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,798,1191
01/01/2025,Cancer,28 Days FDS,North East,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,1259,1570
01/01/2025,Cancer,28 Days FDS,North East,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,1680,2408
01/01/2025,Cancer,28 Days FDS,North East,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,1143,1583
01/01/2025,Cancer,28 Days FDS,North East,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,1149,1507
01/01/2025,Cancer,28 Days FDS,North East,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,1885,2666
01/01/2025,Cancer,28 Days FDS,North East,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,815,1064
01/01/2025,Cancer,28 Days FDS,North East,RCB,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,1262,2030
01/01/2025,Cancer,28 Days FDS,North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,1530,2094
01/01/2025,Cancer,28 Days FDS,North West,RMC,BOLTON NHS FOUNDATION TRUST,1449,1671
01/01/2025,Cancer,28 Days FDS,North West,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,1144,1429
01/01/2025,Cancer,28 Days FDS,North West,RJN,EAST CHESHIRE NHS TRUST,560,781
01/01/2025,Cancer,28 Days FDS,North West,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,1591,2137
01/01/2025,Cancer,28 Days FDS,North West,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,1557,1988
01/01/2025,Cancer,28 Days FDS,North West,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1918,3446
01/01/2025,Cancer,28 Days FDS,North West,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,3863,5501
01/01/2025,Cancer,28 Days FDS,North West,RBN,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,2337,3175
01/01/2025,Cancer,28 Days FDS,North West,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,1163,1807
01/01/2025,Cancer,28 Days FDS,North West,RM3,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,2727,3757
01/01/2025,Cancer,28 Days FDS,North West,RWJ,STOCKPORT NHS FOUNDATION TRUST,835,1111
01/01/2025,Cancer,28 Days FDS,North West,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,977,1202
01/01/2025,Cancer,28 Days FDS,North West,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,1416,1766
01/01/2025,Cancer,28 Days FDS,North West,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,607,864
01/01/2025,Cancer,28 Days FDS,North West,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,1147,1866
01/01/2025,Cancer,28 Days FDS,North West,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",1367,1738
01/01/2025,Cancer,28 Days FDS,South East,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,1516,1979
01/01/2025,Cancer,28 Days FDS,South East,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,1675,2480
01/01/2025,Cancer,28 Days FDS,South East,RN7,DARTFORD AND GRAVESHAM NHS TRUST,795,1110
01/01/2025,Cancer,28 Days FDS,South East,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,2674,4021
01/01/2025,Cancer,28 Days FDS,South East,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,1819,2304
01/01/2025,Cancer,28 Days FDS,South East,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,2492,3287
01/01/2025,Cancer,28 Days FDS,South East,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,1523,2083
01/01/2025,Cancer,28 Days FDS,South East,R1F,ISLE OF WIGHT NHS TRUST,378,606
01/01/2025,Cancer,28 Days FDS,South East,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,1509,2007
01/01/2025,Cancer,28 Days FDS,South East,RPA,MEDWAY NHS FOUNDATION TRUST,982,1463
01/01/2025,Cancer,28 Days FDS,South East,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2308,3067
01/01/2025,Cancer,28 Days FDS,South East,RHU,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,2024,2794
01/01/2025,Cancer,28 Days FDS,South East,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,1724,2155
01/01/2025,Cancer,28 Days FDS,South East,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,913,1128
01/01/2025,Cancer,28 Days FDS,South East,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,1893,2315
01/01/2025,Cancer,28 Days FDS,South East,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,1888,2341
01/01/2025,Cancer,28 Days FDS,South East,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,4227,5936
01/01/2025,Cancer,28 Days FDS,South West,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,723,999
01/01/2025,Cancer,28 Days FDS,South West,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,1939,2756
01/01/2025,Cancer,28 Days FDS,South West,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,1295,1615
01/01/2025,Cancer,28 Days FDS,South West,RVJ,NORTH BRISTOL NHS TRUST,2402,3151
01/01/2025,Cancer,28 Days FDS,South West,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,1809,2387
01/01/2025,Cancer,28 Days FDS,South West,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,2594,3371
01/01/2025,Cancer,28 Days FDS,South West,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,1411,1980
01/01/2025,Cancer,28 Days FDS,South West,RNZ,SALISBURY NHS FOUNDATION TRUST,998,1297
01/01/2025,Cancer,28 Days FDS,South West,RH5,SOMERSET NHS FOUNDATION TRUST,1780,2471
01/01/2025,Cancer,28 Days FDS,South West,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,1437,1904
01/01/2025,Cancer,28 Days FDS,South West,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,1413,1834
01/01/2025,Cancer,28 Days FDS,South West,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,2327,3100
01/01/2025,Cancer,28 Days FDS,South West,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,2346,3028
01/01/2025,Cancer,31 Days,East,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,347,373
01/01/2025,Cancer,31 Days,East,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,619,855
01/01/2025,Cancer,31 Days,East,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,918,951
01/01/2025,Cancer,31 Days,East,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,810,920
01/01/2025,Cancer,31 Days,East,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,181,192
01/01/2025,Cancer,31 Days,East,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,775,1023
01/01/2025,Cancer,31 Days,East,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,223,236
01/01/2025,Cancer,31 Days,East,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,496,595
01/01/2025,Cancer,31 Days,East,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,366,414
01/01/2025,Cancer,31 Days,East,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,123,141
01/01/2025,Cancer,31 Days,East,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",175,192
01/01/2025,Cancer,31 Days,East,RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,189,194
01/01/2025,Cancer,31 Days,East,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,262,263
01/01/2025,Cancer,31 Days,London,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",410,434
01/01/2025,Cancer,31 Days,London,R1H,BARTS HEALTH NHS TRUST,537,558
01/01/2025,Cancer,31 Days,London,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,168,177
01/01/2025,Cancer,31 Days,London,RJ6,CROYDON HEALTH SERVICES NHS TRUST,85,88
01/01/2025,Cancer,31 Days,London,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,125,129
01/01/2025,Cancer,31 Days,London,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,907,1064
01/01/2025,Cancer,31 Days,London,RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,52,54
01/01/2025,Cancer,31 Days,London,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,806,835
01/01/2025,Cancer,31 Days,London,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,333,362
01/01/2025,Cancer,31 Days,London,RAX,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,157,161
01/01/2025,Cancer,31 Days,London,RJ2,LEWISHAM AND GREENWICH NHS TRUST,111,117
01/01/2025,Cancer,31 Days,London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,183,183
01/01/2025,Cancer,31 Days,London,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,728,867
01/01/2025,Cancer,31 Days,London,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,403,429
01/01/2025,Cancer,31 Days,London,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,95,98
01/01/2025,Cancer,31 Days,London,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,684,729
01/01/2025,Cancer,31 Days,London,RKE,WHITTINGTON HEALTH NHS TRUST,53,57
01/01/2025,Cancer,31 Days,Midlands,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,159,175
01/01/2025,Cancer,31 Days,Midlands,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,65,65
01/01/2025,Cancer,31 Days,Midlands,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,193,217
01/01/2025,Cancer,31 Days,Midlands,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,468,498
01/01/2025,Cancer,31 Days,Midlands,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,918,1067
01/01/2025,Cancer,31 Days,Midlands,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,158,182
01/01/2025,Cancer,31 Days,Midlands,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,93,107
01/01/2025,Cancer,31 Days,Midlands,RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,117,145
01/01/2025,Cancer,31 Days,Midlands,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,262,295
01/01/2025,Cancer,31 Days,Midlands,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,592,657
01/01/2025,Cancer,31 Days,Midlands,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,541,611
01/01/2025,Cancer,31 Days,Midlands,RWD,UNITED LINCOLNSHIRE TEACHING HOSPITALS NHS TRUST                     ,572,701
01/01/2025,Cancer,31 Days,Midlands,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,1313,1567
01/01/2025,Cancer,31 Days,Midlands,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,718,733
01/01/2025,Cancer,31 Days,Midlands,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,679,793
01/01/2025,Cancer,31 Days,Midlands,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,702,926
01/01/2025,Cancer,31 Days,Midlands,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,733,815
01/01/2025,Cancer,31 Days,Midlands,RBK,WALSALL HEALTHCARE NHS TRUST,78,78
01/01/2025,Cancer,31 Days,Midlands,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,524,605
01/01/2025,Cancer,31 Days,Midlands,RLQ,WYE VALLEY NHS TRUST,106,120
01/01/2025,Cancer,31 Days,North East,RCF,AIREDALE NHS FOUNDATION TRUST,142,145
01/01/2025,Cancer,31 Days,North East,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,100,109
01/01/2025,Cancer,31 Days,North East,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,207,221
01/01/2025,Cancer,31 Days,North East,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,264,271
01/01/2025,Cancer,31 Days,North East,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,217,249
01/01/2025,Cancer,31 Days,North East,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,214,216
01/01/2025,Cancer,31 Days,North East,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,232,233
01/01/2025,Cancer,31 Days,North East,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,198,202
01/01/2025,Cancer,31 Days,North East,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,686,961
01/01/2025,Cancer,31 Days,North East,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,1381,1619
01/01/2025,Cancer,31 Days,North East,RXF,MID YORKSHIRE TEACHING NHS TRUST,394,409
01/01/2025,Cancer,31 Days,North East,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,151,158
01/01/2025,Cancer,31 Days,North East,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,224,232
01/01/2025,Cancer,31 Days,North East,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,219,236
01/01/2025,Cancer,31 Days,North East,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,278,283
01/01/2025,Cancer,31 Days,North East,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,993,1323
01/01/2025,Cancer,31 Days,North East,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,523,645
01/01/2025,Cancer,31 Days,North East,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,395,407
01/01/2025,Cancer,31 Days,North East,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,1006,1464
01/01/2025,Cancer,31 Days,North East,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,105,105
01/01/2025,Cancer,31 Days,North East,RCB,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,452,465
01/01/2025,Cancer,31 Days,North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,170,176
01/01/2025,Cancer,31 Days,North West,RMC,BOLTON NHS FOUNDATION TRUST,129,130
01/01/2025,Cancer,31 Days,North West,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,144,159
01/01/2025,Cancer,31 Days,North West,RJN,EAST CHESHIRE NHS TRUST,94,96
01/01/2025,Cancer,31 Days,North West,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,377,412
01/01/2025,Cancer,31 Days,North West,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,682,792
01/01/2025,Cancer,31 Days,North West,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,360,418
01/01/2025,Cancer,31 Days,North West,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,565,669
01/01/2025,Cancer,31 Days,North West,RBN,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,482,555
01/01/2025,Cancer,31 Days,North West,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,109,131
01/01/2025,Cancer,31 Days,North West,RM3,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,310,338
01/01/2025,Cancer,31 Days,North West,RWJ,STOCKPORT NHS FOUNDATION TRUST,120,134
01/01/2025,Cancer,31 Days,North West,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,88,89
01/01/2025,Cancer,31 Days,North West,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,307,313
01/01/2025,Cancer,31 Days,North West,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,75,76
01/01/2025,Cancer,31 Days,North West,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,235,255
01/01/2025,Cancer,31 Days,North West,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",121,131
01/01/2025,Cancer,31 Days,South East,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,177,184
01/01/2025,Cancer,31 Days,South East,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,223,275
01/01/2025,Cancer,31 Days,South East,RN7,DARTFORD AND GRAVESHAM NHS TRUST,162,170
01/01/2025,Cancer,31 Days,South East,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,622,670
01/01/2025,Cancer,31 Days,South East,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,296,312
01/01/2025,Cancer,31 Days,South East,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,399,464
01/01/2025,Cancer,31 Days,South East,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,381,417
01/01/2025,Cancer,31 Days,South East,R1F,ISLE OF WIGHT NHS TRUST,85,100
01/01/2025,Cancer,31 Days,South East,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,810,843
01/01/2025,Cancer,31 Days,South East,RPA,MEDWAY NHS FOUNDATION TRUST,191,209
01/01/2025,Cancer,31 Days,South East,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,820,1096
01/01/2025,Cancer,31 Days,South East,RHU,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,850,906
01/01/2025,Cancer,31 Days,South East,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,531,574
01/01/2025,Cancer,31 Days,South East,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,956,999
01/01/2025,Cancer,31 Days,South East,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,177,185
01/01/2025,Cancer,31 Days,South East,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,1121,1179
01/01/2025,Cancer,31 Days,South East,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,722,983
01/01/2025,Cancer,31 Days,South West,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,853,913
01/01/2025,Cancer,31 Days,South West,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,218,243
01/01/2025,Cancer,31 Days,South West,RVJ,NORTH BRISTOL NHS TRUST,420,480
01/01/2025,Cancer,31 Days,South West,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,669,763
01/01/2025,Cancer,31 Days,South West,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,779,844
01/01/2025,Cancer,31 Days,South West,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,430,468
01/01/2025,Cancer,31 Days,South West,RNZ,SALISBURY NHS FOUNDATION TRUST,179,187
